STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,,ADJUSTMENT,,REF_AREA,,SECTOR,,COUNTERPART_SECTOR,,TRANSACTION,,INSTR_ASSET,,ACTIVITY,,EXPENDITURE,,UNIT_MEASURE,,PRICE_BASE,,TRANSFORMATION,,TABLE_IDENTIFIER,,TIME_PERIOD,,OBS_VALUE,,REF_YEAR_PRICE,,BASE_PER,,CONF_STATUS,,DECIMALS,,OBS_STATUS,,UNIT_MULT,,CURRENCY,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2021-Q3,,-2.744375074,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2021-Q3,,-2.209796084,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2021-Q3,,3.694225184,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2021-Q3,,-5.939905404,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2021-Q4,,-5.169463198,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2021-Q4,,6.660256758,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2021-Q4,,-1.144449371,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2021-Q4,,-1.583742352,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2021-Q4,,-1.026725978,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q1,,0.456683469,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q1,,-0.095669801,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q1,,-0.050776473,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q1,,7.984262169,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2022-Q1,,-1.523295258,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2022-Q2,,-0.197432535,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q2,,11.223836903,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q2,,0.825372598,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q2,,1.009416859,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q2,,1.488953086,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q3,,1.85906997,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q3,,1.686478872,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q3,,1.090522048,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q3,,14.722102346,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2022-Q3,,-0.974032028,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2022-Q4,,3.663296331,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q4,,14.038406327,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q4,,0.715633577,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2022-Q4,,2.998848582,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2022-Q4,,3.191388726,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q1,,4.206913346,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q1,,3.810165316,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q1,,2.011150744,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q1,,18.018807845,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2023-Q1,,10.153416055,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2023-Q2,,15.547978612,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q2,,17.648587743,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q2,,2.768427701,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q2,,4.600582299,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q2,,5.351604605,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q3,,6.842712158,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q3,,5.190006848,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q3,,3.192419773,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q3,,14.489129299,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2023-Q3,,19.682239206,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2023-Q4,,21.990314676,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q4,,14.425631556,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q4,,3.628312988,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2023-Q4,,5.619607956,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2023-Q4,,7.899926732,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q1,,8.745602815,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q1,,5.669349675,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q1,,3.989848989,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q1,,17.334346672,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2024-Q1,,22.333150209,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2024-Q2,,21.152924197,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q2,,17.639630593,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q2,,4.595261935,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q2,,5.80040067,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q2,,8.814724768,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q3,,9.753342123,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q3,,6.730727029,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q3,,4.759059153,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q3,,19.095090716,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2024-Q3,,21.537556738,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2024-Q4,,18.60591829,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q4,,20.704688259,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q4,,4.694140379,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2024-Q4,,6.073132598,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2024-Q4,,8.260296183,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2025-Q1,,8.06394326,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2025-Q1,,6.369174015,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2025-Q1,,5.166173764,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2025-Q1,,15.529238256,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2025-Q1,,13.801355023,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2025-Q2,,14.010420718,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,P7,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2025-Q2,,20.041781873,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S13,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2025-Q2,,5.665778068,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1,,S1,,B1GQ,,_Z,,_Z,,_Z,,PC,,L,,GCM,,T0102,,2025-Q2,,7.048374432,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,MEX,,S1M,,S1,,P3,,_Z,,_Z,,_T,,PC,,L,,GCM,,T0102,,2025-Q2,,9.381303159,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA_EXPENDITURE_GROWTH_OECD(1.1),,I,Q,,Y,,GRC,,S1,,S1,,P51G,,_Z,,_T,,_Z,,PC,,L,,GCM,,T0102,,2022-Q1,,38.62829283,,2019-Q4,,2019-Q4,,F,,1,,P,,0,,_Z,
