system:index,NTL_Post_W0,NTL_Post_W1,NTL_Post_W10,NTL_Post_W11,NTL_Post_W12,NTL_Post_W13,NTL_Post_W14,NTL_Post_W15,NTL_Post_W2,NTL_Post_W3,NTL_Post_W4,NTL_Post_W5,NTL_Post_W6,NTL_Post_W7,NTL_Post_W8,NTL_Post_W9,NTL_Pre_W1,NTL_Pre_W2,NTL_Pre_W3,NTL_Pre_W4,NTL_Pre_W5,NTL_Pre_W6,NTL_Pre_W7,NTL_Pre_W8,date,location_name,magnitude,.geo
0,-999,-999,0.7396253460002217,0.7542067633530056,0.8761516343390915,0.9144680742210974,0.8926361806707969,1.2336229211882332,-999,0.6544979766083048,0.7322660649247953,0.4737888534481709,0.8093989402826288,0.893814821463868,0.8942890722944755,0.8252218512761191,-999,-999,-999,-999,-999,-999,-999,-999,2023-02-06,"Elbistan earthquake, Kahramanmaras earthquake sequence",7.5,"{""type"":""Point"",""coordinates"":[37.196200000000005,38.0106]}"
1,-999,-999,1.4135856420502748,1.2216905191036902,1.2876120233519879,1.7841156622682064,1.5210158936920217,1.9513284476283603,-999,1.4179789223015098,1.2617878847071742,0.7277629573101669,1.028619322180748,1.3572904549321079,1.7960153080706296,1.8492942414612932,-999,-999,-999,-999,-999,-999,-999,-999,2023-02-06,"Pazarcik earthquake, Kahramanmaras earthquake sequence",7.8,"{""type"":""Point"",""coordinates"":[37.0143,37.2256]}"
2,-999,-999,,,,,,,-999,-999,-999,-999,-999,,,,-999,-999,-999,-999,-999,-999,-999,-999,2023-01-09,"Pulau Pulau Tanimbar, Indonesia",7.6,"{""type"":""Point"",""coordinates"":[130.009,-7.0586]}"
3,,,-999,-999,-999,-999,-999,-999,,,,,,-999,-999,-999,,,,,,,-999,,2022-09-19,"35 km SSW of Aguililla, Mexico",7.6,"{""type"":""Point"",""coordinates"":[-102.9561,18.4552]}"
4,0.446621793698903,0.3939920458942652,-999,-999,-999,-999,-999,-999,0.44766273225347203,0.20569096005056053,0.34446624535069403,0.7433506269007921,0.20931157976802853,0.4896775927880536,-999,-999,0.17663087105756858,0.10243134486622044,0.1991930033545941,0.07838079832832921,3.827737910419025,-999,0.24967804468340343,1.0297696494722162,2022-09-10,"70 km E of Kainantu, Papua New Guinea",7.6,"{""type"":""Point"",""coordinates"":[146.5038,-6.2944]}"
