system:index,Admin_Region,NTL_Post_D0,NTL_Post_D1,NTL_Post_D10,NTL_Post_D11,NTL_Post_D12,NTL_Post_D13,NTL_Post_D14,NTL_Post_D15,NTL_Post_D16,NTL_Post_D17,NTL_Post_D18,NTL_Post_D19,NTL_Post_D2,NTL_Post_D20,NTL_Post_D21,NTL_Post_D22,NTL_Post_D23,NTL_Post_D24,NTL_Post_D25,NTL_Post_D26,NTL_Post_D27,NTL_Post_D3,NTL_Post_D5,NTL_Post_D6,NTL_Post_D7,NTL_Post_D9,NTL_Pre_D1,NTL_Pre_D10,NTL_Pre_D11,NTL_Pre_D12,NTL_Pre_D14,NTL_Pre_D2,NTL_Pre_D3,NTL_Pre_D4,NTL_Pre_D5,NTL_Pre_D6,NTL_Pre_D7,NTL_Pre_D8,NTL_Pre_D9,date,location_name,magnitude,.geo
4,Loreto,0.1664372309054615,0.12446898283961065,0.11985940913063323,0.04313750334504908,0.057247939538656395,0.22051938750466438,0.24851970555514774,0.13256860696736067,0.03226216300602325,0.007583337581970475,0.8444735814269796,1.2549806306602187,0.18343280425955355,0.09733303559309277,4.029439090858798,2.2551009206426382,0.6685714297398447,1.25690724516126,0.14891864535958182,0.01954759037306343,0.006658291323538828,0.08711601742751902,0.049596042480823,0.07308960931646097,0.06708413218572011,0.2778675816342479,0.1295645130740552,0.48645724042349403,0.3356144039033097,42.94048450743484,0.07474017040804029,0.016968251406743313,0.03819073675545472,0.7810112458141439,0.8285993752035532,0.009591106387476126,0.06743919771210646,0.8093009444133575,0.10753827731607098,2019-05-26,"78 km NE of Navarro, Peru",8,"{""type"":""Point"",""coordinates"":[-75.2697,-5.811899999999999]}"
7,Coquimbo,,0.16139973961987442,0.12760784565441505,0.16639858100152735,2.7076330762571352,2.9228561931899946,0.2542142945105647,,0.9234038673179943,0.23137461485818742,0.11758385276904643,0.29889850060656475,0.137208308738343,0.4054645874278569,0.20739331168780878,1.2838354982550386,4.099656525204514,0.21715731861414933,0.27965776606353643,0.37642975435207204,0.11345895618772585,1.6460973141397173,0.1904512351362433,1.3697400537092173,0.23990156870502288,0.06214748087853809,,0.07135004005934223,0.2047733003888606,1.3633971498765232,1.5563401666936003,0.3304668890280357,0.2061242694382797,0.5627636801344413,0.2504674251949266,0.21890955453477254,0.2966577251782571,1.7436315473965163,0.12394259988445831,2015-09-16,"48 km W of Illapel, Chile",8.3,"{""type"":""Point"",""coordinates"":[-71.6744,-31.5729]}"
