system:index,NTL_2012_01,NTL_2012_02,NTL_2012_03,NTL_2012_04,NTL_2012_05,NTL_2012_06,NTL_2012_07,NTL_2012_08,NTL_2012_09,NTL_2012_10,NTL_2012_11,NTL_2012_12,NTL_2013_01,NTL_2013_02,NTL_2013_03,NTL_2013_04,NTL_2013_05,NTL_2013_06,NTL_2013_07,NTL_2013_08,NTL_2013_09,NTL_2013_10,NTL_2013_11,NTL_2013_12,NTL_2014_01,NTL_2014_02,NTL_2014_03,NTL_2014_04,NTL_2014_05,NTL_2014_06,NTL_2014_07,NTL_2014_08,NTL_2014_09,NTL_2014_10,NTL_2014_11,NTL_2014_12,NTL_2015_01,NTL_2015_02,NTL_2015_03,NTL_2015_04,NTL_2015_05,NTL_2015_06,NTL_2015_07,NTL_2015_08,NTL_2015_09,NTL_2015_10,NTL_2015_11,NTL_2015_12,NTL_2016_01,NTL_2016_02,NTL_2016_03,NTL_2016_04,NTL_2016_05,NTL_2016_06,NTL_2016_07,NTL_2016_08,NTL_2016_09,NTL_2016_10,NTL_2016_11,NTL_2016_12,NTL_2017_01,NTL_2017_02,NTL_2017_03,NTL_2017_04,NTL_2017_05,NTL_2017_06,NTL_2017_07,NTL_2017_08,NTL_2017_09,NTL_2017_10,NTL_2017_11,NTL_2017_12,NTL_2018_01,NTL_2018_02,NTL_2018_03,NTL_2018_04,NTL_2018_05,NTL_2018_06,NTL_2018_07,NTL_2018_08,NTL_2018_09,NTL_2018_10,NTL_2018_11,NTL_2018_12,NTL_2019_01,NTL_2019_02,NTL_2019_03,NTL_2019_04,NTL_2019_05,NTL_2019_06,NTL_2019_07,NTL_2019_08,NTL_2019_09,NTL_2019_10,NTL_2019_11,NTL_2019_12,NTL_2020_01,NTL_2020_02,NTL_2020_03,NTL_2020_04,NTL_2020_05,NTL_2020_06,NTL_2020_07,NTL_2020_08,NTL_2020_09,NTL_2020_10,NTL_2020_11,NTL_2020_12,NTL_2021_01,NTL_2021_02,NTL_2021_03,NTL_2021_04,NTL_2021_05,NTL_2021_06,NTL_2021_07,NTL_2021_08,NTL_2021_09,NTL_2021_10,NTL_2021_11,NTL_2021_12,NTL_2022_01,NTL_2022_02,NTL_2022_03,NTL_2022_04,NTL_2022_05,NTL_2022_06,NTL_2022_07,NTL_2022_08,NTL_2022_09,NTL_2022_10,NTL_2022_11,NTL_2022_12,NTL_2023_01,NTL_2023_02,NTL_2023_03,NTL_2023_04,NTL_2023_05,NTL_2023_06,NTL_2023_07,NTL_2023_08,NTL_2023_09,NTL_2023_10,NTL_2023_11,NTL_2023_12,NTL_2024_01,NTL_2024_02,NTL_2024_03,NTL_2024_04,NTL_2024_05,NTL_2024_06,NTL_2024_07,NTL_2024_08,NTL_2024_09,NTL_2024_10,NTL_2024_11,NTL_2024_12,date,latitude,location_name,longitude,magnitude,population_in_aoi,.geo
0,415.86666666666673,416.56862745098044,457.9686274509804,504.5019607843138,455.82352941176475,397.1686274509804,343.22352941176473,336.2117647058824,408.6509803921569,466.8352941176471,461.8274509803922,520.2,527.4941176470588,473.921568627451,505.81176470588235,463.0901960784314,467.8352941176471,343.7843137254902,405.5960784313726,357.5098039215686,286.1058823529412,463.98823529411766,466.07450980392156,499.1411764705883,513.6901960784314,505.8078431372549,500.13725490196083,495.0745098039216,370.5098039215686,338.3176470588235,409.5529411764706,429.7647058823529,375.44705882352946,457.8274509803922,497.9607843137255,498.0196078431373,480.63921568627455,483.0117647058824,500.8274509803922,520.2352941176472,386.94509803921574,359.0196078431373,400.7803921568628,455.5058823529412,362.9490196078432,452.4980392156863,508.38823529411764,465.7725490196079,470.19215686274515,499.1294117647059,447.13725490196083,481.50588235294117,478.17254901960786,370.35686274509806,323.23529411764713,383.521568627451,382.5058823529412,484.58431372549023,470.5098039215686,516.5058823529412,513.243137254902,516.443137254902,532.2666666666667,509.17254901960786,473.443137254902,407.15686274509807,359.5529411764706,356.843137254902,290.07843137254906,463.5176470588235,499.1450980392157,501.5725490196079,474.1254901960785,469.7725490196078,494.19215686274515,448.8666666666667,372.92549019607844,316.31372549019613,395.24313725490197,314.2823529411765,357.678431372549,367.46274509803925,445.63529411764705,469.1294117647059,477.8196078431373,507.8627450980392,475.88627450980397,471.7725490196079,465.53333333333336,314.4745098039216,397.9490196078432,430.13725490196083,352.9450980392157,376.02352941176474,456.75294117647064,476.56862745098044,456.52549019607847,468.37647058823535,477.5176470588235,496.9960784313726,493.17254901960786,367.63529411764705,339.7058823529412,367.5098039215687,333.81176470588235,470.24705882352947,483.83137254901965,446.5294117647059,429.81176470588235,463.44705882352946,459.5921568627451,429.9294117647059,375.53333333333336,206.25882352941176,324.1333333333333,360.7686274509804,319.0980392156863,446.7137254901961,456.30980392156863,480.9333333333334,464.0745098039216,458.87450980392157,506.1294117647059,488.7607843137255,448.19215686274515,325.07843137254906,265.1294117647059,300.33333333333337,320.75294117647064,433.65490196078434,457.18823529411765,472.87450980392157,473.8666666666667,488.60392156862747,486.0039215686275,431.87450980392157,421.6392156862745,462.1450980392157,398.73333333333335,360.01568627450985,411.51372549019607,344.0352941176471,434.8117647058824,387.70980392156866,405.13725490196083,398.1333333333333,441.51372549019607,501.3843137254902,465.3921568627451,338.8078431372549,216.65490196078431,379.35686274509806,237.4235294117647,437.7019607843137,450.7529411764706,466.05882352941177,2017-09-19,18.5499,"1 km S of Matzaco, Mexico",-98.4887,7.1,387545.6837218959,"{""type"":""Point"",""coordinates"":[-98.4887,18.5499]}"
1,0.0,221.0,297.0,296.0,444.0,417.0,459.0,441.0,419.0,377.0,247.0,89.0,236.0,62.0,347.0,153.0,334.0,294.0,389.0,465.0,406.0,381.0,321.0,9.0,23.0,285.0,311.0,333.0,422.0,411.0,427.0,452.0,426.0,395.0,322.0,57.0,331.0,262.0,224.0,348.0,444.0,456.0,462.0,430.0,442.0,425.0,271.0,299.0,263.0,289.0,277.0,271.0,299.0,401.0,419.0,394.0,342.0,184.0,27.0,29.0,0.0,48.0,101.0,335.0,449.0,405.0,430.0,427.0,397.0,347.0,105.0,305.0,53.0,152.0,185.0,351.0,414.0,428.0,454.0,418.0,390.0,372.0,282.0,75.0,286.0,272.0,146.0,284.0,446.0,431.0,432.0,436.0,415.0,405.0,378.0,175.0,111.0,245.0,144.0,337.0,382.0,383.0,428.0,424.0,381.0,323.0,298.0,102.0,44.0,209.0,97.0,360.0,373.0,386.0,458.0,412.0,367.0,365.0,146.0,92.0,77.0,165.0,176.0,312.0,367.0,347.0,400.0,405.0,316.0,195.0,17.0,14.0,49.0,186.0,321.0,348.0,426.0,425.0,439.0,444.0,428.0,395.0,341.0,305.0,196.0,311.0,361.0,248.0,410.0,430.0,374.0,453.0,373.0,373.0,149.0,21.0,2017-12-15,-7.4921,"12 km SSW of Kawalu, Indonesia",108.1743,6.5,571034.908697217,"{""type"":""Point"",""coordinates"":[108.17430000000002,-7.492099999999999]}"
2,4792.0,4922.0,4889.0,5072.0,4751.0,4500.0,2618.0,4555.0,4256.0,5019.0,5073.0,5038.0,4751.0,5037.0,5050.0,5000.0,4881.0,4517.0,3699.0,2412.0,3963.0,4940.0,4877.0,4929.0,4903.0,5012.0,5046.0,4926.0,4968.0,4676.0,4483.0,4785.0,4848.0,4767.0,4986.0,4646.0,4926.0,4967.0,5056.0,5008.0,4882.0,4859.0,4708.0,4676.0,4515.0,4889.0,4990.0,4976.0,5047.0,4994.0,5011.0,5000.0,4892.0,4705.0,4725.0,3358.0,1241.0,4685.0,4832.0,4713.0,4824.0,4866.0,5033.0,4973.0,4678.0,4765.0,1210.0,4735.0,4748.0,4615.0,4836.0,4702.0,4763.0,5016.0,4992.0,5029.0,4932.0,4397.0,3119.0,4427.0,4653.0,4989.0,4910.0,4977.0,4969.0,5014.0,5009.0,4983.0,4852.0,4570.0,4627.0,4512.0,4719.0,4907.0,4589.0,5026.0,5018.0,5010.0,5007.0,4982.0,4875.0,4800.0,4744.0,4414.0,4193.0,3591.0,4969.0,4642.0,4708.0,4938.0,5042.0,4937.0,4950.0,4859.0,3632.0,4650.0,4380.0,4760.0,4894.0,4759.0,4972.0,4863.0,4993.0,4904.0,4894.0,4786.0,4587.0,4451.0,4441.0,4699.0,5015.0,4789.0,4473.0,4920.0,5054.0,4964.0,4770.0,4611.0,4522.0,4897.0,4328.0,4922.0,4767.0,4957.0,4924.0,5063.0,4982.0,5052.0,4835.0,4195.0,3827.0,4717.0,4134.0,4470.0,5065.0,4563.0,2021-07-23,13.7047,"15 km S of Hukay, Philippines",120.7259,6.7,343851.73053493176,"{""type"":""Point"",""coordinates"":[120.7259,13.7047]}"
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-14,-6.86,"80 km SW of Labuan, Indonesia",105.2887,6.6,390360.39417898626,"{""type"":""Point"",""coordinates"":[105.2887,-6.86]}"
