system:index,NTL_Post_M0,NTL_Post_M1,NTL_Post_M10,NTL_Post_M11,NTL_Post_M12,NTL_Post_M13,NTL_Post_M14,NTL_Post_M15,NTL_Post_M16,NTL_Post_M17,NTL_Post_M18,NTL_Post_M19,NTL_Post_M2,NTL_Post_M20,NTL_Post_M21,NTL_Post_M22,NTL_Post_M23,NTL_Post_M24,NTL_Post_M3,NTL_Post_M4,NTL_Post_M5,NTL_Post_M6,NTL_Post_M7,NTL_Post_M8,NTL_Post_M9,NTL_Pre_M1,NTL_Pre_M10,NTL_Pre_M11,NTL_Pre_M12,NTL_Pre_M13,NTL_Pre_M14,NTL_Pre_M15,NTL_Pre_M16,NTL_Pre_M17,NTL_Pre_M18,NTL_Pre_M19,NTL_Pre_M2,NTL_Pre_M20,NTL_Pre_M21,NTL_Pre_M22,NTL_Pre_M23,NTL_Pre_M24,NTL_Pre_M3,NTL_Pre_M4,NTL_Pre_M5,NTL_Pre_M6,NTL_Pre_M7,NTL_Pre_M8,NTL_Pre_M9,date,latitude,location_name,longitude,magnitude,population_in_aoi,.geo
0,290.07843137254906,463.5176470588235,395.24313725490197,314.2823529411765,357.678431372549,367.46274509803925,445.63529411764705,469.1294117647059,477.8196078431373,507.8627450980392,475.88627450980397,471.7725490196079,499.1450980392157,465.53333333333336,314.4745098039216,397.9490196078432,430.13725490196083,352.9450980392157,501.5725490196079,474.1254901960785,469.7725490196078,494.19215686274515,448.8666666666667,372.92549019607844,316.31372549019613,356.843137254902,470.5098039215686,484.58431372549023,382.5058823529412,383.521568627451,323.23529411764713,370.35686274509806,478.17254901960786,481.50588235294117,447.13725490196083,499.1294117647059,359.5529411764706,470.19215686274515,465.7725490196079,508.38823529411764,452.4980392156863,362.9490196078432,407.15686274509807,473.443137254902,509.17254901960786,532.2666666666667,516.443137254902,513.243137254902,516.5058823529412,2017-09-19,18.5499,"1 km S of Matzaco, Mexico",-98.4887,7.1,387545.6837218959,"{""type"":""Point"",""coordinates"":[-98.4887,18.5499]}"
1,305.0,53.0,372.0,282.0,75.0,286.0,272.0,146.0,284.0,446.0,431.0,432.0,152.0,436.0,415.0,405.0,378.0,175.0,185.0,351.0,414.0,428.0,454.0,418.0,390.0,105.0,48.0,0.0,29.0,27.0,184.0,342.0,394.0,419.0,401.0,299.0,347.0,271.0,277.0,289.0,263.0,299.0,397.0,427.0,430.0,405.0,449.0,335.0,101.0,2017-12-15,-7.4921,"12 km SSW of Kawalu, Indonesia",108.1743,6.5,571034.908697217,"{""type"":""Point"",""coordinates"":[108.17430000000002,-7.492099999999999]}"
2,3632.0,4650.0,4894.0,4786.0,4587.0,4451.0,4441.0,4699.0,5015.0,4789.0,4473.0,4920.0,4380.0,5054.0,4964.0,4770.0,4611.0,4522.0,4760.0,4894.0,4759.0,4972.0,4863.0,4993.0,4904.0,4859.0,4193.0,4414.0,4744.0,4800.0,4875.0,4982.0,5007.0,5010.0,5018.0,5026.0,4950.0,4589.0,4907.0,4719.0,4512.0,4627.0,4937.0,5042.0,4938.0,4708.0,4642.0,4969.0,3591.0,2021-07-23,13.7047,"15 km S of Hukay, Philippines",120.7259,6.7,343851.73053493176,"{""type"":""Point"",""coordinates"":[120.7259,13.7047]}"
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-14,-6.86,"80 km SW of Labuan, Indonesia",105.2887,6.6,390360.39417898626,"{""type"":""Point"",""coordinates"":[105.2887,-6.86]}"
