system:index,NTL_1992,NTL_1993,NTL_1994,NTL_1995,NTL_1996,NTL_1997,NTL_1998,NTL_1999,NTL_2000,NTL_2001,NTL_2002,NTL_2003,NTL_2004,NTL_2005,NTL_2006,NTL_2007,NTL_2008,NTL_2009,NTL_2010,NTL_2011,NTL_2012,NTL_2013,NTL_2014,NTL_2015,NTL_2016,NTL_2017,NTL_2018,NTL_2019,NTL_2020,NTL_2021,NTL_2022,date,location_name,magnitude,.geo
0,5.867482657644224E-4,0.0,0.0,0.0,0.0,5.029270849409335E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286588561761669E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-12-23,north of Macquarie Island,8.1,"{""type"":""Point"",""coordinates"":[161.345,-49.312]}"
1,0.04220664161701989,0.0494032157916593,0.05874891688894564,0.07606347030778318,0.08575631598492227,0.10134712561293097,0.0824520785749652,0.07362909086553045,0.10047913938091958,0.10016755777923293,0.11879157748885934,0.10624995008704809,0.11133233640530907,0.07645865610375499,0.10026326586433253,0.11238549968854307,0.11394215987318108,0.11782631943114302,0.13344680192638725,0.13239922075899618,0.1897219998322923,0.1922701808046765,0.16502931387659908,0.1612167130524364,0.13351377697295905,0.2136621232570395,0.23912858474819892,0.257523254444249,0.27292851267389645,0.27901414932357943,0.27899593109616805,2004-11-11,"63 km NW of Maubara, Timor Leste",7.5,"{""type"":""Point"",""coordinates"":[124.868,-8.152]}"
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.437506856115666E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0138914281909876E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-11-17,"Rat Islands, Aleutian Islands, Alaska",7.8,"{""type"":""Point"",""coordinates"":[178.65,51.14600000000001]}"
3,0.1730154059658874,0.2193091187241873,0.27267637062327554,0.25412384335003935,0.336988616837641,0.2655279558540063,0.40028116409149045,0.34912654807945465,0.40889392819718523,0.3197360319374153,0.3573618337971494,0.35448762428931613,0.3996080350098527,0.38909425667290337,0.245465233188261,0.31765351241855083,0.3073258427641869,0.40051687840317596,0.36361218505746173,0.3306627066196261,0.2951987154085404,0.31538657526015335,0.13260765039150485,0.11350365518955761,0.1206062239027434,0.21346327683934313,0.25203324440325847,0.210047088033259,0.16747817943808166,0.20418255072800376,0.33636490379186396,2003-09-25,2003 Tokachi-Oki Earthquake,8.16,"{""type"":""Point"",""coordinates"":[143.91,41.815]}"
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-08-04,Scotia Sea,7.6,"{""type"":""Point"",""coordinates"":[-43.410999999999994,-60.532]}"
