country_code,quarter,gdp_index
EST,2020-Q3,97.599172227
AUS,2020-Q3,92.863209291
AUS,2020-Q4,97.214626624
EST,2020-Q4,100.128385281
ISL,2020-Q4,98.478822955
ISL,2021-Q1,100.485405856
EST,2021-Q1,101.265879811
AUS,2021-Q1,98.64944529
AUS,2021-Q2,99.512401456
EST,2021-Q2,105.28693199
ISL,2021-Q2,102.269234015
ISL,2021-Q3,105.948395578
EST,2021-Q3,107.142589052
AUS,2021-Q3,94.904195546
AUS,2021-Q4,100.931899403
EST,2021-Q4,108.234026219
ISL,2021-Q4,114.184438881
ISL,2022-Q1,110.049026503
EST,2022-Q1,109.997538041
AUS,2022-Q1,103.393872378
AUS,2022-Q2,105.652013176
EST,2022-Q2,109.296777053
ISL,2022-Q2,113.318227271
ISL,2022-Q3,114.549388384
EST,2022-Q3,107.795375816
AUS,2022-Q3,106.474669189
AUS,2022-Q4,107.484171366
EST,2022-Q4,106.688858976
ISL,2022-Q4,116.834478649
ISL,2023-Q1,115.633239816
EST,2023-Q1,106.743415993
AUS,2023-Q1,108.02172877699999
AUS,2023-Q2,108.48334871
EST,2023-Q2,106.286232238
ISL,2023-Q2,114.894901193
ISL,2023-Q3,113.066061742
EST,2023-Q3,106.704202183
AUS,2023-Q3,108.411741
AUS,2023-Q4,108.550293592
EST,2023-Q4,106.859387451
ISL,2023-Q4,113.793147542
ISL,2024-Q1,114.876743228
EST,2024-Q1,106.808400621
AUS,2024-Q1,109.10383784
AUS,2024-Q2,108.79176145
EST,2024-Q2,106.737940041
ISL,2024-Q2,114.763447763
ISL,2024-Q3,115.803055141
AUS,2024-Q3,108.754458829
EST,2024-Q3,106.395568196
EST,2024-Q4,107.412774864
AUS,2024-Q4,109.523825384
ISL,2024-Q4,116.154705854
ISL,2025-Q1,117.820367291
AUS,2025-Q1,109.982447785
EST,2025-Q1,106.443312174
EST,2025-Q2,107.393850373
AUS,2025-Q2,110.964639114
ISL,2025-Q2,118.361540862
G7,2020-Q1,97.665703332
ISR,2020-Q1,94.32933752
OECDE,2020-Q1,96.419580387
NLD,2020-Q1,97.225751996
JPN,2020-Q1,100.836870378
JPN,2020-Q2,92.569863702
NLD,2020-Q2,86.94895272
OECDE,2020-Q2,83.814182661
ISR,2020-Q2,83.993177842
G7,2020-Q2,87.509276445
G7,2020-Q3,96.60243542
ISR,2020-Q3,90.614713377
OECDE,2020-Q3,96.012245491
NLD,2020-Q3,94.586240658
JPN,2020-Q3,97.56242742
JPN,2020-Q4,99.354809135
NLD,2020-Q4,93.926995877
OECDE,2020-Q4,93.920268582
ISR,2020-Q4,94.794211568
G7,2020-Q4,96.673600787
G7,2021-Q1,97.083237238
ISR,2021-Q1,95.348689089
OECDE,2021-Q1,92.763430792
NLD,2021-Q1,90.764300143
JPN,2021-Q1,97.789556607
JPN,2021-Q2,98.235156298
NLD,2021-Q2,97.107398403
OECDE,2021-Q2,97.208251672
G7,2021-Q2,100.634214055
ISR,2021-Q2,101.301242787
ISR,2021-Q3,102.380094444
G7,2021-Q3,102.337417338
OECDE,2021-Q3,100.758674942
NLD,2021-Q3,101.03692958
JPN,2021-Q3,97.187081921
JPN,2021-Q4,100.069473212
NLD,2021-Q4,100.605030093
OECDE,2021-Q4,102.165641286
G7,2021-Q4,103.324112691
ISR,2021-Q4,105.93434161
ISR,2022-Q1,106.951620458
G7,2022-Q1,103.670613145
OECDE,2022-Q1,103.221455678
NLD,2022-Q1,101.986899135
JPN,2022-Q1,98.754032231
JPN,2022-Q2,100.760504173
NLD,2022-Q2,104.895011415
OECDE,2022-Q2,104.428836535
G7,2022-Q2,104.855795492
ISR,2022-Q2,109.845995021
ISR,2022-Q3,108.196083006
G7,2022-Q3,105.282114031
OECDE,2022-Q3,105.312877059
NLD,2022-Q3,105.15236998099999
JPN,2022-Q3,100.848381335
JPN,2022-Q4,100.959008767
NLD,2022-Q4,104.506792354
OECDE,2022-Q4,105.072965422
G7,2022-Q4,105.184924239
ISR,2022-Q4,110.146182874
ISR,2023-Q1,109.960473282
G7,2023-Q1,106.000270731
OECDE,2023-Q1,105.269070791
NLD,2023-Q1,104.937959022
JPN,2023-Q1,101.948883199
JPN,2023-Q2,101.285661897
NLD,2023-Q2,104.988009367
OECDE,2023-Q2,105.869207991
G7,2023-Q2,106.223177509
ISR,2023-Q2,109.92591870300001
ISR,2023-Q3,110.15924080799999
G7,2023-Q3,106.493806082
OECDE,2023-Q3,105.816582813
NLD,2023-Q3,104.468046993
JPN,2023-Q3,100.828924761
JPN,2023-Q4,100.695886615
NLD,2023-Q4,105.164443363
OECDE,2023-Q4,106.190640312
G7,2023-Q4,106.882461407
ISR,2023-Q4,102.268140352
ISR,2024-Q1,107.39409284
G7,2024-Q1,107.224699612
OECDE,2024-Q1,106.913206179
NLD,2024-Q1,105.496093384
JPN,2024-Q1,99.975110526
JPN,2024-Q2,100.720334667
NLD,2024-Q2,105.238298925
OECDE,2024-Q2,106.831734849
G7,2024-Q2,107.913281445
ISR,2024-Q2,111.2521288
G7,2024-Q3,108.77994566
ISR,2024-Q3,114.186853907
OECDE,2024-Q3,107.471785043
NLD,2024-Q3,106.234807184
JPN,2024-Q3,101.494081534
JPN,2024-Q4,101.512960863
NLD,2024-Q4,106.787177097
OECDE,2024-Q4,108.483209034
ISR,2024-Q4,115.216851438
G7,2024-Q4,109.51133252700001
G7,2025-Q1,109.712621831
ISR,2025-Q1,113.571283737
OECDE,2025-Q1,108.714580345
NLD,2025-Q1,107.223958875
JPN,2025-Q1,101.768714644
JPN,2025-Q2,102.139544044
NLD,2025-Q2,107.364565553
OECDE,2025-Q2,108.92505881299999
ISR,2025-Q2,112.032460673
G7,2025-Q2,110.208578507
ISR,2025-Q3,117.988892349
NLD,2025-Q3,107.635997571
JPN,2025-Q3,102.290340982
SWE,2025-Q3,105.87511753
LTU,2025-Q3,113.913820805
EST,2025-Q3,101.37542664
ITA,2025-Q3,106.460973104
SVK,2025-Q3,107.957052836
MEX,2025-Q3,106.727229314
EA20,2025-Q3,106.424905535
POL,2025-Q3,116.838338754
EU27_2020,2025-Q3,107.006170485
BEL,2025-Q3,108.35991885199999
G20,2020-Q1,96.697559247
G20,2020-Q2,91.073225321
G20,2020-Q3,98.140943524
G20,2020-Q4,99.999090724
G20,2021-Q1,101.009958842
G20,2021-Q2,102.63891398
G20,2021-Q3,103.567506956
G20,2021-Q4,105.07567207299999
G20,2022-Q1,105.501076254
G20,2022-Q2,105.912111639
G20,2022-Q3,107.349598199
G20,2022-Q4,107.849751194
G20,2023-Q1,108.92477028
G20,2023-Q2,109.948028592
G20,2023-Q3,110.892161458
G20,2023-Q4,111.590349962
G20,2024-Q1,112.386764013
G20,2024-Q2,113.227640049
G20,2024-Q3,114.303243838
G20,2024-Q4,115.342556016
G20,2025-Q1,116.20132724999999
